ID_POLIGONO,fecha_captura,sensor,ndvi_promedio,ndvi_std,ndvi_max,ndvi_min,evi_promedio,evi_std,evi_max,evi_min,crc_promedio,crc_std,crc_max,crc_min,mcrc_promedio,mcrc_std,mcrc_max,mcrc_min,ndsvi_promedio,ndsvi_std,ndsvi_max,ndsvi_min,srndi_promedio,srndi_std,srndi_max,srndi_min,mra_promedio,mra_std,mra_max,mra_min,lai_promedio,lai_std,lai_max,lai_min,fapar_promedio,fapar_std,fapar_max,fapar_min,savi_promedio,savi_std,savi_max,savi_min,vi6t_promedio,vi6t_std,vi6t_max,vi6t_min,ndti_promedio,ndti_std,ndti_max,ndti_min,sti_promedio,sti_std,sti_max,sti_min,ndwi_promedio,ndwi_std,ndwi_max,ndwi_min,endwi_promedio,endwi_std,endwi_max,endwi_min,msi_promedio,msi_std,msi_max,msi_min,emsi_promedio,emsi_std,emsi_max,emsi_min,dswi2_promedio,dswi2_std,dswi2_max,dswi2_min,dswi3_promedio,dswi3_std,dswi3_max,dswi3_min,dswi4_promedio,dswi4_std,dswi4_max,dswi4_min,dswi5_promedio,dswi5_std,dswi5_max,dswi5_min,nddi_promedio,nddi_std,nddi_max,nddi_min,enddi_promedio,enddi_std,enddi_max,enddi_min,porcentaje_nubosidad
AGC_090,30/07/2022,Sentinel-2,0.673,0.075,0.807,0.284,0.581,0.089,0.836,0.234,0.376,0.024,0.456,0.125,0.35,0.026,0.433,0.149,0.495,0.056,0.591,0.129,0.215,0.052,0.371,-0.133,0.034,0.002,0.038,0.025,0.922,0.24,1.947,0.173,0.626,0.064,0.795,0.305,0.429,0.059,0.59,0.186,,,,,0.315,0.033,0.368,0.162,1.927,0.136,2.166,1.387,0.274,0.061,0.42,0.025,0.539,0.073,0.681,0.186,0.574,0.08,0.952,0.409,0.302,0.065,0.686,0.19,2.081,0.115,2.53,1.349,3.005,0.378,3.894,1.297,1.442,0.151,1.811,0.93,1.69,0.21,2.307,1.009,0.042,0.011,0.096,-0.043,0.136,0.011,0.176,0.049,0.0
AGC_090,31/12/2024,Sentinel-2,0.201,0.018,0.291,0.149,0.154,0.02,0.226,0.085,0.492,0.021,0.553,0.39,0.469,0.022,0.534,0.369,0.346,0.028,0.464,0.255,0.186,0.037,0.342,0.078,0.021,0.0,0.022,0.021,0.075,0.037,0.199,-0.048,0.084,0.02,0.172,0.021,0.139,0.019,0.198,0.074,,,,,0.171,0.014,0.201,0.102,1.414,0.041,1.503,1.228,-0.156,0.038,-0.027,-0.325,0.015,0.048,0.169,-0.191,1.375,0.114,1.964,1.055,0.975,0.099,1.471,0.71,2.769,0.153,3.289,2.17,2.063,0.138,2.73,1.684,0.745,0.027,0.865,0.698,0.735,0.034,0.875,0.6,0.084,0.02,0.179,0.031,0.175,0.019,0.265,0.121,0.0
AGC_090,31/12/2025,Sentinel-2,0.169,0.027,0.293,0.059,0.123,0.025,0.239,0.043,0.443,0.025,0.508,0.213,0.445,0.033,0.541,0.235,0.359,0.05,0.489,0.184,0.196,0.066,0.377,0.028,0.021,0.0,0.022,0.02,0.007,0.04,0.19,-0.12,0.075,0.027,0.211,0.018,0.104,0.021,0.193,0.032,,,,,0.176,0.016,0.207,0.13,1.428,0.046,1.521,1.298,-0.203,0.056,0.028,-0.369,-0.029,0.071,0.216,-0.242,1.523,0.188,2.17,0.946,1.071,0.164,1.638,0.644,2.615,0.215,3.355,1.615,2.141,0.258,2.914,1.452,0.817,0.042,0.947,0.749,0.712,0.049,0.976,0.569,0.093,0.036,0.205,0.012,0.19,0.033,0.289,0.085,0.0
AGC_108,02/08/2022,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.62,0.013,-0.593,-0.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.02
AGC_108,05/01/2022,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.613,0.009,-0.59,-0.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_108,16/03/2024,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.625,0.011,-0.605,-0.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_108,18/10/2024,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
AGC_108,21/05/2025,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.632,0.005,-0.617,-0.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_108,24/02/2023,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.532,0.02,-0.499,-0.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_108,29/08/2023,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.647,0.008,-0.612,-0.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_108,31/12/2025,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.593,0.015,-0.567,-0.631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_108,01/01/2022,Sentinel-2,0.272,0.048,0.539,0.178,0.196,0.044,0.473,0.122,0.421,0.025,0.516,0.366,0.396,0.028,0.486,0.323,0.295,0.043,0.467,0.187,0.12,0.05,0.276,-0.03,0.023,0.001,0.027,0.022,0.149,0.083,0.714,0.016,0.224,0.05,0.442,0.12,0.173,0.035,0.382,0.109,,,,,0.182,0.02,0.248,0.131,1.447,0.061,1.658,1.3,-0.025,0.051,0.152,-0.158,0.157,0.064,0.385,0.001,1.056,0.107,1.375,0.737,0.733,0.095,0.998,0.444,2.321,0.158,2.889,1.955,1.849,0.18,2.753,1.46,0.796,0.042,1.041,0.708,0.899,0.068,1.266,0.75,0.048,0.02,0.111,-0.011,0.132,0.021,0.196,0.076,0.0
AGC_108,04/07/2025,Sentinel-2,0.382,0.078,0.652,0.213,0.261,0.066,0.537,0.139,0.362,0.03,0.462,0.272,0.347,0.024,0.42,0.235,0.357,0.05,0.551,0.181,0.17,0.04,0.349,-0.02,0.026,0.001,0.03,0.023,0.238,0.122,0.801,0.041,0.284,0.057,0.452,0.152,0.212,0.049,0.405,0.122,,,,,0.2,0.03,0.292,0.13,1.504,0.096,1.824,1.298,0.03,0.051,0.197,-0.098,0.228,0.07,0.439,0.047,0.946,0.094,1.217,0.671,0.634,0.092,0.911,0.39,2.068,0.113,2.446,1.613,2.132,0.256,3.452,1.441,1.03,0.098,1.472,0.836,1.055,0.101,1.445,0.855,0.059,0.013,0.094,-0.008,0.145,0.015,0.178,0.078,0.0
AGC_108,12/03/2023,Sentinel-2,0.125,0.012,0.193,0.093,0.089,0.011,0.139,0.058,0.4,0.027,0.489,0.33,0.386,0.027,0.469,0.315,0.279,0.034,0.397,0.194,0.207,0.031,0.286,0.13,0.02,0.0,0.021,0.02,-0.041,0.016,0.036,-0.083,0.067,0.012,0.099,0.036,0.078,0.009,0.119,0.053,,,,,0.077,0.015,0.126,0.049,1.166,0.035,1.288,1.103,-0.16,0.03,-0.078,-0.241,-0.084,0.027,-0.009,-0.156,1.383,0.084,1.637,1.169,1.186,0.064,1.37,1.019,2.262,0.145,2.77,1.921,1.778,0.13,2.317,1.482,0.786,0.018,0.839,0.732,0.747,0.027,0.835,0.677,0.102,0.017,0.147,0.062,0.145,0.02,0.21,0.096,0.0
AGC_108,18/10/2023,Sentinel-2,0.215,0.05,0.531,0.144,0.14,0.04,0.415,0.093,0.414,0.022,0.495,0.344,0.403,0.024,0.459,0.318,0.323,0.035,0.521,0.226,0.234,0.03,0.389,0.146,0.022,0.001,0.026,0.022,0.045,0.067,0.546,-0.028,0.129,0.036,0.335,0.07,0.123,0.031,0.331,0.085,,,,,0.097,0.016,0.165,0.063,1.215,0.04,1.394,1.135,-0.116,0.035,0.074,-0.208,-0.019,0.043,0.221,-0.133,1.266,0.087,1.527,0.863,1.043,0.084,1.308,0.637,2.355,0.132,2.698,1.933,1.964,0.165,3.172,1.583,0.834,0.05,1.191,0.766,0.807,0.052,1.155,0.712,0.107,0.013,0.153,0.068,0.158,0.016,0.204,0.11,0.0
AGC_108,25/05/2024,Sentinel-2,0.138,0.022,0.3,0.101,0.107,0.019,0.255,0.065,0.435,0.027,0.494,0.362,0.412,0.028,0.474,0.334,0.3,0.035,0.436,0.212,0.236,0.031,0.335,0.155,0.021,0.0,0.022,0.021,-0.012,0.029,0.22,-0.073,0.071,0.018,0.167,0.035,0.093,0.015,0.207,0.059,,,,,0.069,0.012,0.119,0.045,1.149,0.028,1.27,1.094,-0.169,0.028,-0.086,-0.246,-0.101,0.028,0.034,-0.175,1.411,0.082,1.652,1.187,1.228,0.07,1.423,0.935,2.406,0.16,2.802,2.002,1.866,0.145,2.548,1.539,0.775,0.018,0.909,0.734,0.733,0.028,0.857,0.664,0.118,0.017,0.162,0.074,0.156,0.02,0.214,0.107,0.0
AGC_108,30/07/2022,Sentinel-2,0.2,0.04,0.331,0.126,0.135,0.033,0.247,0.072,0.417,0.029,0.529,0.322,0.408,0.03,0.496,0.313,0.331,0.044,0.492,0.214,0.231,0.042,0.369,0.107,0.021,0.0,0.022,0.021,0.032,0.05,0.206,-0.06,0.131,0.026,0.204,0.048,0.116,0.026,0.201,0.067,,,,,0.109,0.014,0.15,0.073,1.244,0.035,1.353,1.157,-0.141,0.03,-0.056,-0.276,-0.033,0.027,0.042,-0.155,1.33,0.084,1.761,1.119,1.069,0.058,1.366,0.919,2.388,0.172,2.968,1.912,2.002,0.199,2.936,1.545,0.837,0.032,0.989,0.755,0.781,0.032,0.878,0.646,0.107,0.019,0.164,0.05,0.165,0.022,0.245,0.104,0.0
AGC_108,31/12/2024,Sentinel-2,0.254,0.041,0.445,0.187,0.2,0.033,0.337,0.142,0.46,0.021,0.52,0.38,0.426,0.023,0.499,0.341,0.314,0.037,0.468,0.198,0.146,0.038,0.276,0.037,0.022,0.0,0.024,0.022,0.156,0.06,0.401,0.047,0.184,0.041,0.354,0.117,0.177,0.027,0.28,0.125,,,,,0.176,0.014,0.221,0.122,1.428,0.043,1.567,1.278,-0.065,0.033,0.038,-0.147,0.112,0.041,0.236,0.003,1.142,0.076,1.346,0.928,0.801,0.066,0.994,0.619,2.49,0.142,2.991,2.033,1.924,0.165,2.76,1.494,0.772,0.033,0.944,0.708,0.842,0.04,0.976,0.757,0.06,0.016,0.115,0.015,0.146,0.017,0.203,0.086,0.0
AGC_108,31/12/2025,Sentinel-2,0.21,0.05,0.39,0.103,0.147,0.038,0.273,0.044,0.361,0.077,0.465,-0.035,0.368,0.056,0.472,0.074,0.297,0.049,0.469,0.111,0.127,0.054,0.303,-0.093,0.022,0.0,0.023,0.021,0.045,0.062,0.256,-0.115,0.152,0.045,0.307,0.061,0.123,0.032,0.223,0.035,,,,,0.177,0.022,0.242,0.126,1.433,0.066,1.637,1.289,-0.093,0.052,0.186,-0.27,0.085,0.064,0.409,-0.127,1.213,0.123,1.739,0.686,0.85,0.106,1.292,0.419,2.185,0.257,2.786,1.161,1.859,0.203,2.766,1.249,0.856,0.078,1.17,0.752,0.84,0.072,1.313,0.684,0.055,0.024,0.126,-0.036,0.143,0.025,0.234,0.049,0.0
AGC_119,01/08/2022,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
AGC_119,01/10/2024,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
AGC_119,05/01/2022,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.65,0.009,-0.636,-0.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_119,09/02/2023,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.631,0.013,-0.612,-0.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_119,12/08/2023,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
AGC_119,13/05/2025,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.621,0.014,-0.589,-0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_119,20/02/2024,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.637,0.015,-0.61,-0.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_119,31/12/2025,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.634,0.015,-0.607,-0.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_119,01/01/2022,Sentinel-2,0.317,0.094,0.622,0.153,0.19,0.067,0.386,0.079,0.354,0.056,0.441,0.227,0.381,0.056,0.506,0.228,0.341,0.082,0.596,0.15,0.174,0.084,0.443,-0.017,0.024,0.001,0.029,0.022,0.124,0.111,0.448,-0.061,0.249,0.079,0.437,0.094,0.16,0.052,0.297,0.066,,,,,0.179,0.036,0.296,0.115,1.44,0.111,1.842,1.26,-0.025,0.092,0.192,-0.32,0.152,0.105,0.389,-0.162,1.072,0.212,1.943,0.678,0.751,0.167,1.386,0.44,2.258,0.29,3.052,1.592,2.086,0.426,3.955,1.354,0.92,0.109,1.305,0.767,0.946,0.127,1.359,0.66,0.068,0.035,0.183,-0.006,0.15,0.04,0.282,0.061,0.0
AGC_119,04/07/2025,Sentinel-2,0.557,0.089,0.738,0.345,0.379,0.077,0.582,0.219,0.34,0.025,0.399,0.285,0.336,0.037,0.432,0.26,0.431,0.071,0.576,0.248,0.178,0.069,0.314,0.02,0.03,0.002,0.034,0.026,0.458,0.151,0.9,0.174,0.448,0.068,0.627,0.276,0.297,0.053,0.43,0.186,,,,,0.276,0.032,0.339,0.213,1.768,0.122,2.027,1.541,0.17,0.062,0.314,0.019,0.424,0.076,0.591,0.235,0.714,0.092,0.963,0.522,0.409,0.078,0.62,0.257,2.02,0.176,2.519,1.703,2.572,0.448,3.717,1.66,1.268,0.152,1.667,0.972,1.377,0.168,1.853,1.069,0.044,0.016,0.09,0.006,0.142,0.018,0.184,0.097,0.0
AGC_119,12/03/2023,Sentinel-2,0.186,0.075,0.374,0.091,0.131,0.05,0.265,0.065,0.392,0.041,0.495,0.304,0.372,0.051,0.502,0.252,0.277,0.076,0.497,0.119,0.174,0.08,0.414,-0.012,0.021,0.001,0.023,0.021,0.027,0.077,0.243,-0.077,0.129,0.055,0.27,0.038,0.113,0.039,0.217,0.057,,,,,0.109,0.027,0.168,0.061,1.247,0.069,1.403,1.13,-0.097,0.059,0.061,-0.226,0.012,0.079,0.217,-0.141,1.224,0.143,1.583,0.885,0.988,0.151,1.328,0.644,2.206,0.279,3.016,1.674,1.802,0.338,2.979,1.27,0.813,0.063,0.995,0.737,0.82,0.071,1.079,0.693,0.08,0.037,0.193,-0.005,0.135,0.038,0.252,0.057,0.0
AGC_119,23/10/2023,Sentinel-2,0.232,0.094,0.521,0.126,0.168,0.069,0.396,0.093,0.309,0.039,0.4,0.229,0.308,0.047,0.431,0.211,0.259,0.075,0.474,0.142,0.148,0.071,0.336,-0.015,0.022,0.001,0.026,0.021,0.072,0.106,0.449,-0.044,0.201,0.071,0.379,0.095,0.135,0.051,0.298,0.076,,,,,0.117,0.034,0.194,0.049,1.267,0.087,1.482,1.103,-0.028,0.058,0.107,-0.134,0.088,0.082,0.28,-0.06,1.065,0.12,1.309,0.806,0.848,0.137,1.127,0.563,1.904,0.201,2.515,1.533,1.731,0.301,2.802,1.33,0.904,0.077,1.114,0.808,0.932,0.087,1.164,0.814,0.062,0.028,0.127,-0.006,0.117,0.03,0.188,0.063,0.0
AGC_119,30/05/2024,Sentinel-2,0.178,0.07,0.378,0.095,0.135,0.048,0.279,0.078,0.375,0.04,0.477,0.283,0.35,0.055,0.497,0.228,0.257,0.08,0.476,0.108,0.159,0.081,0.389,-0.019,0.021,0.001,0.023,0.021,0.03,0.071,0.251,-0.055,0.135,0.055,0.276,0.053,0.114,0.036,0.221,0.07,,,,,0.103,0.03,0.164,0.049,1.231,0.075,1.391,1.104,-0.084,0.044,0.02,-0.25,0.019,0.064,0.181,-0.147,1.188,0.106,1.666,0.961,0.971,0.122,1.345,0.694,2.098,0.274,2.973,1.592,1.727,0.335,2.814,1.242,0.818,0.059,1.007,0.747,0.834,0.049,0.958,0.691,0.072,0.036,0.191,-0.008,0.124,0.038,0.252,0.051,0.0
AGC_119,30/07/2022,Sentinel-2,0.322,0.079,0.524,0.209,0.222,0.049,0.338,0.144,0.384,0.043,0.494,0.293,0.354,0.054,0.515,0.267,0.31,0.082,0.552,0.178,0.161,0.086,0.424,-0.003,0.024,0.001,0.026,0.022,0.183,0.083,0.382,0.058,0.281,0.048,0.395,0.186,0.189,0.037,0.273,0.13,,,,,0.157,0.026,0.25,0.116,1.376,0.076,1.666,1.263,0.013,0.042,0.142,-0.077,0.17,0.057,0.378,0.075,0.977,0.081,1.166,0.752,0.713,0.08,0.86,0.451,2.122,0.285,3.124,1.729,1.944,0.398,3.467,1.433,0.909,0.07,1.134,0.796,0.985,0.065,1.211,0.886,0.061,0.031,0.15,-0.001,0.132,0.033,0.229,0.079,0.0
AGC_119,31/12/2024,Sentinel-2,0.35,0.1,0.63,0.163,0.223,0.077,0.424,0.092,0.364,0.068,0.481,0.202,0.385,0.064,0.539,0.203,0.351,0.089,0.607,0.145,0.166,0.092,0.433,-0.025,0.025,0.002,0.029,0.022,0.18,0.135,0.576,-0.037,0.282,0.083,0.481,0.105,0.186,0.059,0.341,0.08,,,,,0.198,0.033,0.269,0.123,1.499,0.101,1.737,1.279,0.0,0.088,0.191,-0.291,0.197,0.099,0.431,-0.088,1.016,0.188,1.822,0.68,0.683,0.144,1.194,0.397,2.287,0.339,3.342,1.51,2.147,0.489,4.091,1.338,0.934,0.11,1.3,0.791,0.984,0.129,1.359,0.683,0.06,0.033,0.151,-0.008,0.149,0.039,0.271,0.061,0.0
AGC_119,31/12/2025,Sentinel-2,0.359,0.075,0.529,0.222,0.243,0.06,0.37,0.105,0.306,0.068,0.442,0.101,0.343,0.06,0.51,0.145,0.346,0.08,0.598,0.114,0.107,0.097,0.371,-0.162,0.024,0.001,0.026,0.022,0.186,0.097,0.392,-0.036,0.308,0.052,0.412,0.171,0.19,0.045,0.277,0.08,,,,,0.249,0.027,0.309,0.185,1.668,0.095,1.894,1.454,0.015,0.085,0.193,-0.191,0.262,0.088,0.442,-0.002,0.984,0.169,1.471,0.676,0.593,0.116,1.004,0.387,2.069,0.279,3.08,1.34,2.106,0.416,3.974,1.258,1.015,0.113,1.29,0.831,1.03,0.122,1.367,0.773,0.038,0.034,0.127,-0.051,0.146,0.038,0.26,0.043,0.0
AGC_129,03/07/2023,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.642,0.009,-0.621,-0.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.89
AGC_129,05/01/2022,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.65,0.012,-0.623,-0.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_129,14/08/2024,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.651,0.008,-0.63,-0.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_129,19/04/2025,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.654,0.01,-0.631,-0.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_129,21/01/2023,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGC_129,26/12/2023,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0
AGC_129,30/07/2022,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.655,0.007,-0.642,-0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_129,31/12/2025,Landsat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.62,0.019,-0.582,-0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
AGC_129,01/01/2022,Sentinel-2,0.215,0.078,0.57,0.111,0.124,0.052,0.393,0.035,0.33,0.056,0.477,0.081,0.348,0.044,0.469,0.164,0.273,0.06,0.532,0.069,0.165,0.059,0.428,-0.076,0.023,0.001,0.027,0.021,0.018,0.085,0.481,-0.124,0.164,0.069,0.477,0.035,0.108,0.042,0.309,0.029,,,,,0.114,0.042,0.298,0.054,1.262,0.115,1.849,1.114,-0.061,0.065,0.277,-0.334,0.052,0.093,0.486,-0.271,1.14,0.144,2.005,0.566,0.915,0.156,1.743,0.346,2.081,0.205,2.769,1.393,1.773,0.257,3.269,1.148,0.852,0.084,1.303,0.744,0.875,0.092,1.483,0.655,0.073,0.027,0.235,-0.023,0.128,0.028,0.278,0.03,0.0
AGC_129,04/07/2025,Sentinel-2,0.431,0.107,0.789,0.167,0.262,0.094,0.768,0.092,0.293,0.045,0.463,0.139,0.302,0.039,0.476,0.186,0.341,0.077,0.553,0.15,0.148,0.06,0.344,-0.052,0.028,0.002,0.037,0.023,0.247,0.176,1.619,-0.054,0.337,0.084,0.63,0.172,0.213,0.069,0.555,0.07,,,,,0.204,0.04,0.333,0.124,1.521,0.131,1.999,1.283,0.111,0.065,0.419,-0.061,0.306,0.087,0.637,0.091,0.807,0.103,1.129,0.409,0.538,0.102,0.834,0.222,1.873,0.17,2.819,1.458,2.076,0.379,3.476,1.353,1.104,0.143,1.761,0.844,1.209,0.164,2.292,0.904,0.045,0.015,0.095,-0.016,0.125,0.02,0.194,0.054,0.0
AGC_129,12/03/2023,Sentinel-2,0.193,0.054,0.421,0.043,0.137,0.043,0.297,0.018,0.402,0.115,0.515,-0.004,0.402,0.094,0.547,0.054,0.311,0.079,0.524,0.057,0.134,0.095,0.369,-0.226,0.022,0.0,0.024,0.02,0.036,0.069,0.281,-0.148,0.128,0.05,0.385,0.053,0.118,0.036,0.233,0.015,,,,,0.186,0.026,0.3,0.12,1.461,0.081,1.858,1.274,-0.127,0.065,0.168,-0.283,0.06,0.082,0.387,-0.095,1.303,0.162,1.789,0.713,0.898,0.138,1.21,0.442,2.415,0.451,3.413,1.115,1.94,0.318,3.198,1.121,0.812,0.075,1.105,0.721,0.789,0.086,1.202,0.65,0.06,0.042,0.153,-0.092,0.155,0.042,0.282,0.027,0.2111932418162618
AGC_129,23/10/2023,Sentinel-2,0.275,0.069,0.517,0.123,0.179,0.062,0.427,0.048,0.238,0.156,0.391,-0.3,0.278,0.129,0.391,-0.179,0.279,0.094,0.42,-0.073,0.107,0.106,0.284,-0.277,0.023,0.001,0.026,0.021,0.081,0.098,0.495,-0.114,0.226,0.064,0.474,0.119,0.14,0.047,0.314,0.036,,,,,0.179,0.028,0.27,0.107,1.438,0.086,1.74,1.24,-0.005,0.084,0.25,-0.18,0.172,0.099,0.443,-0.051,1.024,0.16,1.439,0.599,0.719,0.138,1.108,0.386,1.838,0.377,2.282,0.696,1.813,0.299,2.451,0.865,1.004,0.102,1.322,0.861,1.001,0.144,1.485,0.817,0.043,0.041,0.124,-0.104,0.124,0.042,0.195,-0.03,0.0
AGC_129,30/05/2024,Sentinel-2,0.159,0.065,0.517,0.092,0.106,0.045,0.361,0.056,0.38,0.046,0.494,0.257,0.37,0.041,0.487,0.239,0.259,0.055,0.466,0.104,0.192,0.056,0.384,0.006,0.022,0.001,0.026,0.021,-0.01,0.069,0.397,-0.089,0.123,0.052,0.446,0.066,0.093,0.035,0.279,0.05,,,,,0.07,0.037,0.247,0.035,1.155,0.093,1.657,1.072,-0.104,0.05,0.12,-0.217,-0.034,0.079,0.333,-0.164,1.239,0.12,1.553,0.786,1.083,0.157,1.392,0.501,2.187,0.208,2.897,1.627,1.715,0.222,2.747,1.232,0.784,0.06,1.166,0.704,0.802,0.068,1.241,0.689,0.092,0.028,0.179,0.002,0.128,0.026,0.237,0.048,0.0
AGC_129,30/07/2022,Sentinel-2,0.625,0.091,0.844,0.352,0.489,0.126,0.926,0.246,0.334,0.036,0.467,0.209,0.301,0.04,0.43,0.148,0.436,0.06,0.607,0.063,0.168,0.059,0.399,-0.282,0.034,0.003,0.04,0.027,0.726,0.334,2.866,0.22,0.571,0.091,0.828,0.346,0.373,0.081,0.647,0.207,,,,,0.29,0.046,0.388,0.161,1.83,0.182,2.27,1.384,0.269,0.091,0.503,0.052,0.513,0.104,0.732,0.242,0.585,0.114,0.9,0.331,0.328,0.094,0.61,0.155,1.87,0.169,2.512,1.348,2.589,0.384,4.083,1.133,1.393,0.222,2.105,0.835,1.671,0.329,2.811,1.069,0.036,0.015,0.105,-0.077,0.124,0.016,0.185,0.021,0.0
AGC_129,31/12/2024,Sentinel-2,0.267,0.1,0.569,0.131,0.159,0.075,0.395,0.04,0.305,0.061,0.433,0.047,0.33,0.047,0.443,0.132,0.275,0.066,0.495,0.05,0.155,0.062,0.366,-0.073,0.023,0.001,0.027,0.021,0.074,0.124,0.51,-0.118,0.215,0.09,0.479,0.057,0.135,0.059,0.319,0.033,,,,,0.126,0.04,0.284,0.048,1.292,0.109,1.794,1.101,-0.007,0.074,0.269,-0.275,0.118,0.099,0.483,-0.173,1.024,0.148,1.757,0.576,0.803,0.154,1.419,0.348,2.0,0.2,2.59,1.305,1.783,0.267,2.959,1.105,0.891,0.094,1.298,0.755,0.958,0.121,1.508,0.726,0.063,0.025,0.176,-0.028,0.121,0.026,0.246,0.022,0.0
